custID2	custName2	Textbox11	Textbox14	Group1	Textbox37	Textbox38	meternum	datetimeread	kwh	kw
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	9:30 AM	7	28
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	9:45 AM	7	28
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	10:00 AM	8	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	10:15 AM	7	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	10:30 AM	8	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	10:45 AM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	11:00 AM	7	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	11:15 AM	8	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	11:30 AM	7	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	11:45 AM	8	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:00 PM	9	34
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:15 PM	8	34
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:30 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:45 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:00 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:15 PM	7	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:30 PM	8	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:45 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:00 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:15 PM	9	34
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:30 PM	8	34
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:45 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:00 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:15 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:30 PM	8	32
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:45 PM	7	30
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	4:00 PM	8	30
