345 Park - Steam - Total		
Date/Time	MLbs/Hr	Status
12/08/2010 03:45	3.74	
12/08/2010 04:00	4.02	
12/08/2010 04:15	12.96	
12/08/2010 04:30	7.35	
12/08/2010 04:45	4.25	
12/08/2010 05:00	6.2	
12/08/2010 05:15	6.48	
12/08/2010 05:30	16.28	
12/08/2010 05:45	25.24	
12/08/2010 06:00	12.53	
12/08/2010 06:15	4.96	
12/08/2010 06:30	16.1	
12/08/2010 06:45	17.13	
12/08/2010 07:00	14.34	
12/08/2010 07:15	17.81	
12/08/2010 07:30	20.9	
12/08/2010 07:45	18.54	
12/08/2010 08:00	15.47	
12/08/2010 08:15	15.87	
12/08/2010 08:30	15.95	
12/08/2010 08:45	16.5	
12/08/2010 09:00	16.08	
12/08/2010 09:15	15.11	
12/08/2010 09:30	14.29	
12/08/2010 09:45	18.54	
12/08/2010 10:00	17.4	
12/08/2010 10:15	17.38	
12/08/2010 10:30	16.98	
12/08/2010 10:45	17.11	
12/08/2010 11:00	16.5	
12/08/2010 11:15	16.45	
12/08/2010 11:30	16.71	
12/08/2010 11:45	17.67	
12/08/2010 12:00	17.	
12/08/2010 12:15	16.08	
12/08/2010 12:30	17.65	
12/08/2010 12:45	19.48	
12/08/2010 13:00	16.03	
12/08/2010 13:15	16.21	
12/08/2010 13:30	18.79	
12/08/2010 13:45	20.2	
12/08/2010 14:00	19.25	
12/08/2010 14:15	19.07	
12/08/2010 14:30	19.89	
12/08/2010 14:45	19.63	
12/08/2010 15:00	19.16	
12/08/2010 15:15	19.06	
12/08/2010 15:30	19.4	
12/08/2010 15:45	19.62	
12/08/2010 16:00	19.9	
12/08/2010 16:15	18.4	
12/08/2010 16:30	18.73	
12/08/2010 16:45	19.69	
12/08/2010 17:00	19.87	
12/08/2010 17:15	20.08	
12/08/2010 17:30	20.38	
12/08/2010 17:45	20.16	
12/08/2010 18:00	20.42	
12/08/2010 18:15	20.22	
12/08/2010 18:30	19.43	
12/08/2010 18:45	19.44	
12/08/2010 19:00	20.45	
12/08/2010 19:15	15.54	
12/08/2010 19:30	11.08	
12/08/2010 19:45	10.37	
12/08/2010 20:00	10.13	
12/08/2010 20:15	10.67	
12/08/2010 20:30	10.48	
12/08/2010 20:45	10.9	
12/08/2010 21:00	10.71	
12/08/2010 21:15	4.63	
12/08/2010 21:30	2.56	
12/08/2010 21:45	2.74	
12/08/2010 22:00	2.56	
12/08/2010 22:15	2.49	
12/08/2010 22:30	2.92	
12/08/2010 22:45	2.93	
12/08/2010 23:00	2.8	
12/08/2010 23:15	2.71	
12/08/2010 23:30	2.85	
12/08/2010 23:45	2.85	
12/09/2010 00:00	2.83	
12/09/2010 00:15	2.79	
12/09/2010 00:30	2.88	
12/09/2010 00:45	2.87	
12/09/2010 01:00	2.83	
12/09/2010 01:15	2.79	
12/09/2010 01:30	2.79	
12/09/2010 01:45	5.21	
12/09/2010 02:00	6.95	
12/09/2010 02:15	7.26	
12/09/2010 02:30	4.85	
12/09/2010 02:45	5.15	
12/09/2010 03:00	7.33	
12/09/2010 03:15	4.4	
12/09/2010 03:30	4.39	
12/09/2010 03:45	4.33	
12/09/2010 04:00	4.09	
12/09/2010 04:15	4.53	
12/09/2010 04:30	9.31	
12/09/2010 04:45	9.92	
12/09/2010 05:00	11.9	
12/09/2010 05:15	13.72	
12/09/2010 05:30	14.31	
12/09/2010 05:45	22.71	
12/09/2010 06:00	10.49	
12/09/2010 06:15	13.24	
12/09/2010 06:30	19.96	
12/09/2010 06:45	20.39	
12/09/2010 07:00	19.59	
12/09/2010 07:15	20.53	
12/09/2010 07:30	19.73	
12/09/2010 07:45	18.68	
12/09/2010 08:00	19.61	
12/09/2010 08:15	18.76	
12/09/2010 08:30	18.87	
12/09/2010 08:45	18.45	
12/09/2010 09:00	19.61	
12/09/2010 09:15	26.83	
12/09/2010 09:30	22.31	
12/09/2010 09:45	20.76	
12/09/2010 10:00	21.68	
12/09/2010 10:15	21.79	
12/09/2010 10:30	14.84	
12/09/2010 10:45	15.84	
12/09/2010 11:00	15.71	
12/09/2010 11:15	16.45	
12/09/2010 11:30	18.19	
12/09/2010 11:45	23.49	
12/09/2010 12:00	23.42	
12/09/2010 12:15	21.95	
12/09/2010 12:30	22.5	
12/09/2010 12:45	24.55	
12/09/2010 13:00	22.75	
12/09/2010 13:15	22.25	
12/09/2010 13:30	21.65	
12/09/2010 13:45	22.11	
12/09/2010 14:00	22.75	
12/09/2010 14:15	22.61	
12/09/2010 14:30	21.96	
12/09/2010 14:45	22.22	
12/09/2010 15:00	22.33	
12/09/2010 15:15	22.55	
12/09/2010 15:30	22.52	
12/09/2010 15:45	22.52	
12/09/2010 16:00	22.24	
12/09/2010 16:15	22.1	
12/09/2010 16:30	22.92	
12/09/2010 16:45	23.04	
12/09/2010 17:00	23.12	
12/09/2010 17:15	23.33	
12/09/2010 17:30	22.99	
12/09/2010 17:45	23.65	
12/09/2010 18:00	23.91	
12/09/2010 18:15	24.9	
12/09/2010 18:30	23.73	
12/09/2010 18:45	23.41	
12/09/2010 19:00	23.59	
12/09/2010 19:15	17.98	
12/09/2010 19:30	10.43	
12/09/2010 19:45	16.1	
12/09/2010 20:00	17.16	
12/09/2010 20:15	17.32	
12/09/2010 20:30	17.68	
12/09/2010 20:45	16.97	
12/09/2010 21:00	17.7	
12/09/2010 21:15	18.19	
12/09/2010 21:30	13.44	
12/09/2010 21:45	11.75	
12/09/2010 22:00	11.84	
12/09/2010 22:15	11.78	
12/09/2010 22:30	11.93	
12/09/2010 22:45	12.19	
12/09/2010 23:00	11.82	
12/09/2010 23:15	12.03	
12/09/2010 23:30	11.75	
12/09/2010 23:45	9.94	
12/10/2010 00:00	4.72	
12/10/2010 00:15	5.43	
12/10/2010 00:30	6.7	
